"text","relation"
"In collagenase-induced ICH mice, the protection of <e1>etifoxine</e1> was associated with reduced leukocyte infiltration into the brain and microglial production of <e2>IL-6</e2> and TNF-a.","Positive_Correlation"
"In collagenase-induced ICH mice, the protection of <e1>etifoxine</e1> was associated with reduced leukocyte infiltration into the brain and microglial production of <e2>IL-6</e2> and TNF-a.","Positive_Correlation"
"<e1>Etifoxine</e1> significantly reduced neurodeficits and perihematomal <e2>brain edema</e2> after ICH induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"<e1>Etifoxine</e1> significantly reduced neurodeficits and perihematomal <e2>brain edema</e2> after ICH induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and inflammation in 2 mouse models of <e2>ICH</e2>.","Negative_Correlation"
"<e1>Etifoxine</e1> significantly reduced neurodeficits and perihematomal brain edema after <e2>ICH</e2> induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and inflammation in 2 mouse models of <e2>ICH</e2>.","Negative_Correlation"
"<e1>Etifoxine</e1> significantly reduced neurodeficits and perihematomal brain edema after <e2>ICH</e2> induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and inflammation in 2 mouse models of <e2>ICH</e2>.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and inflammation in 2 mouse models of <e2>ICH</e2>.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and <e2>inflammation</e2> in 2 mouse models of ICH.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and <e2>inflammation</e2> in 2 mouse models of ICH.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and <e2>inflammation</e2> in 2 mouse models of ICH.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on brain injury and <e2>inflammation</e2> in 2 mouse models of ICH.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on <e2>brain injury</e2> and inflammation in 2 mouse models of ICH.","Negative_Correlation"
"<e1>Etifoxine</e1> significantly reduced <e2>neurodeficits</e2> and perihematomal brain edema after ICH induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on <e2>brain injury</e2> and inflammation in 2 mouse models of ICH.","Negative_Correlation"
"<e1>Etifoxine</e1> significantly reduced <e2>neurodeficits</e2> and perihematomal brain edema after ICH induction by injection of either autologous blood or collagenase.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on <e2>brain injury</e2> and inflammation in 2 mouse models of ICH.","Negative_Correlation"
"In this study, we determined the impact of a TSPO ligand, <e1>etifoxine</e1>, on <e2>brain injury</e2> and inflammation in 2 mouse models of ICH.","Negative_Correlation"
"Mutation of the a-tubulin isotype <e1>TUBA1A</e1> is associated with <e2>cortical malformations</e2> in humans.","Association"
"Mutation of the <e1>a-tubulin</e1> isotype TUBA1A is associated with <e2>cortical malformations</e2> in humans.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"Mutation of the <e1>a-tubulin</e1> isotype TUBA1A is associated with <e2>cortical malformations</e2> in humans.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"We show that Tuba8, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with <e1>Tuba1a</e1>.","Association"
"We show that <e1>Tuba8</e1>, another a-tubulin isotype previously associated with <e2>cortical malformations</e2>, has altered function compared with Tuba1a.","Association"
"<e1>HEB</e1> is required for the specification of fetal <e2>IL-17</e2>-producing gd T cells.","Association"
"Additionally, the fetal TCRg chain repertoire is altered, and peripheral Vg4 gd T cells are mostly restricted to the <e1>IFNg</e1>-producing phenotype in <e2>HEB</e2>-deficient mice.","Association"
"Additionally, the fetal TCRg chain repertoire is altered, and peripheral <e1>Vg4</e1> gd T cells are mostly restricted to the <e2>IFNg</e2>-producing phenotype in HEB-deficient mice.","Association"
"Additionally, the fetal TCRg chain repertoire is altered, and peripheral <e1>Vg4</e1> gd T cells are mostly restricted to the IFNg-producing phenotype in <e2>HEB</e2>-deficient mice.","Association"
"HEB is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e1>Rorc</e1>, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"HEB is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e1>Sox13</e1>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"HEB is required in immature CD24+CD73- gd T cells for the expression of <e1>Sox4</e1>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and <e2>Rorc</e2>, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, <e2>Sox13</e2>, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of Sox4, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist <e2>Id3</e2>.","Negative_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1> is required in immature CD24+CD73- gd T cells for the expression of <e2>Sox4</e2>, Sox13, and Rorc, and these genes are repressed by acute expression of the HEB antagonist Id3.","Positive_Correlation"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>HEB</e1>-deficiency also affects mature CD73+ gd T cells, which are defective in RORgt expression and <e2>IL-17</e2> production.","Association"
"<e1>Primary malignant lymphoma of the brain</e1>: frequent abnormalities and inactivation of <e2>p14</e2> tumor suppressor gene.","Association"
"Primary malignant lymphoma of the brain: frequent abnormalities and inactivation of <e1>p14</e1> <e2>tumor</e2> suppressor gene.","Negative_Correlation"
"Ten <e1>primary central nervous system lymphomas</e1> (PCNSL, brain lymphomas) were examined for <e2>p14</e2> gene exon 1beta deletion, mutation and methylation by Southern blot analysis, nucleotide analysis of polymerase chain reaction clones and Southern blot-based methylation assay.","Association"
"Ten primary central nervous system lymphomas (<e1>PCNSL</e1>, brain lymphomas) were examined for <e2>p14</e2> gene exon 1beta deletion, mutation and methylation by Southern blot analysis, nucleotide analysis of polymerase chain reaction clones and Southern blot-based methylation assay.","Association"
"Ten primary central nervous system lymphomas (PCNSL, <e1>brain lymphomas</e1>) were examined for <e2>p14</e2> gene exon 1beta deletion, mutation and methylation by Southern blot analysis, nucleotide analysis of polymerase chain reaction clones and Southern blot-based methylation assay.","Association"
"Ten primary central nervous system lymphomas (<e1>PCNSL</e1>, brain lymphomas) were examined for <e2>p14</e2> gene exon 1beta deletion, mutation and methylation by Southern blot analysis, nucleotide analysis of polymerase chain reaction clones and Southern blot-based methylation assay.","Association"
"Our observation of frequent <e2>p14</e2> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of <e1>systemic lymphoma</e1> in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in carcinogenesis between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e2>p14</e2> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of <e1>systemic lymphoma</e1> in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in carcinogenesis between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e1>p14</e1> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of systemic lymphoma in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in <e2>carcinogenesis</e2> between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e1>p14</e1> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of systemic lymphoma in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in <e2>carcinogenesis</e2> between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e1>p14</e1> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of systemic lymphoma in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in <e2>carcinogenesis</e2> between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e1>p14</e1> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of systemic lymphoma in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in <e2>carcinogenesis</e2> between PCNSL and systemic lymphoma.","Association"
"Our observation of frequent <e1>p14</e1> gene abnormalities (90%) and inactivation (40-60%) was in striking contrast to the same pathological subtype of systemic lymphoma in which p14 gene abnormalities and inactivation were infrequent, suggesting a difference in <e2>carcinogenesis</e2> between PCNSL and systemic lymphoma.","Association"
"<e2>Congenital disorder of glycosylation Ic</e2> due to a de novo deletion and an <e1>hALG-6</e1> mutation.","Association"
"Genetic variation in the <e1>COX-2</e1> gene and the association with <e2>prostate cancer</e2> risk.","Positive_Correlation"
"In the haplotype analysis, 1 haplotype carrying the variant allele from both +3100 T/G and <e1>+8365 C/T</e1>, with a population frequency of 3%, was also significantly associated with decreased risk of <e2>prostate cancer</e2> (p=0.036, global simulated p-value=0.046).","Negative_Correlation"
"In the haplotype analysis, 1 haplotype carrying the variant allele from both +3100 T/G and <e1>+8365 C/T</e1>, with a population frequency of 3%, was also significantly associated with decreased risk of <e2>prostate cancer</e2> (p=0.036, global simulated p-value=0.046).","Negative_Correlation"
"A statistically significant difference in allele frequency between cases and controls was observed for 2 of the SNPs (<e1>+3100 T/G</e1> and <e2>+8365 C/T</e2>), with an odds ratio of 0.78 (95% CI=0.64-0.96) and 0.65 (95% CI=0.45-0.94) respectively.","Association"
"A statistically significant difference in allele frequency between cases and controls was observed for 2 of the SNPs (<e1>+3100 T/G</e1> and <e2>+8365 C/T</e2>), with an odds ratio of 0.78 (95% CI=0.64-0.96) and 0.65 (95% CI=0.45-0.94) respectively.","Association"
"In the haplotype analysis, 1 haplotype carrying the variant allele from both <e1>+3100 T/G</e1> and +8365 C/T, with a population frequency of 3%, was also significantly associated with decreased risk of <e2>prostate cancer</e2> (p=0.036, global simulated p-value=0.046).","Negative_Correlation"
"In the haplotype analysis, 1 haplotype carrying the variant allele from both <e1>+3100 T/G</e1> and +8365 C/T, with a population frequency of 3%, was also significantly associated with decreased risk of <e2>prostate cancer</e2> (p=0.036, global simulated p-value=0.046).","Negative_Correlation"
"The <e1>prostaglandins</e1> produced by COX-2 are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The <e1>prostaglandins</e1> produced by COX-2 are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The <e1>prostaglandins</e1> produced by COX-2 are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The <e1>prostaglandins</e1> produced by COX-2 are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"COX-2 is a key enzyme in the conversion of <e1>arachidonic acid</e1> to <e2>prostaglandins</e2>.","Conversion"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in inflammation and <e2>pain</e2> response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"The prostaglandins produced by <e1>COX-2</e1> are involved in <e2>inflammation</e2> and pain response in different tissues in the body.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of arachidonic acid to <e2>prostaglandins</e2>.","Positive_Correlation"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"<e1>COX-2</e1> is a key enzyme in the conversion of <e2>arachidonic acid</e2> to prostaglandins.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human carcinogenesis and is overexpressed in <e2>prostate cancer</e2> tissue.","Positive_Correlation"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Accumulating evidence from epidemiologic studies, chemical carcinogen-induced rodent models and clinical trials indicate that <e1>COX-2</e1> plays a role in human <e2>carcinogenesis</e2> and is overexpressed in prostate cancer tissue.","Association"
"Drug-induced <e2>long QT syndrome</e2> in injection drug users receiving <e1>methadone</e1>: high frequency in hospitalized patients and risk factors.","Positive_Correlation"
"Methadone dose, presence of <e1>cytochrome P-450 3A4 inhibitors</e1>, potassium level, and liver function contribute to <e2>QT prolongation</e2>.","Association"
"Methadone dose, presence of <e1>cytochrome P-450 3A4</e1> inhibitors, potassium level, and liver function contribute to QT prolongation.","Negative_Correlation"
"Methadone dose, presence of cytochrome P-450 3A4 inhibitors, <e1>potassium</e1> level, and liver function contribute to <e2>QT prolongation</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"Six patients (3.6%) in the <e1>methadone</e1> group presented <e2>torsades de pointes</e2>.","Association"
"<e1>Methadone</e1> dose, presence of cytochrome P-450 3A4 inhibitors, potassium level, and liver function contribute to <e2>QT prolongation</e2>.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"<e1>Methadone</e1> dose, presence of cytochrome P-450 3A4 inhibitors, potassium level, and liver function contribute to <e2>QT prolongation</e2>.","Positive_Correlation"
"In the inpatient setting, the frequency of <e2>QT interval prolongation</e2> with <e1>methadone</e1> treatment, its dose dependence, and the importance of cofactors such as drug-drug interactions remain unknown.","Positive_Correlation"
"<e1>Alpha-lipoic acid</e1> prevents mitochondrial damage and neurotoxicity in experimental chemotherapy <e2>neuropathy</e2>.","Association"
"<e1>Alpha-lipoic acid</e1> prevents mitochondrial damage and <e2>neurotoxicity</e2> in experimental chemotherapy neuropathy.","Negative_Correlation"
"<e1>Alpha-lipoic acid</e1> prevents <e2>mitochondrial damage</e2> and neurotoxicity in experimental chemotherapy neuropathy.","Negative_Correlation"
"In conclusion mitochondrial toxicity is an early common event both in paclitaxel and <e1>cisplatin</e1> induced <e2>neurotoxicity</e2>.","Positive_Correlation"
"In conclusion mitochondrial toxicity is an early common event both in paclitaxel and <e1>cisplatin</e1> induced <e2>neurotoxicity</e2>.","Positive_Correlation"
"In conclusion mitochondrial toxicity is an early common event both in paclitaxel and <e1>cisplatin</e1> induced <e2>neurotoxicity</e2>.","Positive_Correlation"
"Our results demonstrate that both <e1>cisplatin</e1> and paclitaxel cause early <e2>mitochondrial impairment</e2> with loss of membrane potential and induction of autophagic vacuoles in neurons.","Positive_Correlation"
"Our results demonstrate that both <e1>cisplatin</e1> and paclitaxel cause early <e2>mitochondrial impairment</e2> with loss of membrane potential and induction of autophagic vacuoles in neurons.","Positive_Correlation"
